29157,20171012,20887608            ,200034071      ,PEDIASURE LIQ.FRESA BOTELLA 237 ML                          ,0000001,0000006189,0000006189,00000,0       ,7703186031204,A05  ,0000000000,0       ,FCO ,2,02
29157,20171012,20887608            ,100022602      ,PEDIASURE LIQ.VAINILLA BOTELLA 237 ML                       ,0000001,0000006189,0000006189,00000,0       ,7703186030290,A05  ,0000000000,0       ,BOT ,2,02
29157,20171012,20887608            ,200020661      ,JERINGA ALFA 3P 10 CC 21 X 1 1/2                            ,0000020,0000000197,0000000197,00.19,0       ,7707228361861,A14  ,0000000000,0       ,UN  ,2,01
29157,20171012,20887608            ,200020268      ,JERINGA ALFA 3P 2 ML 21 X 1 1/2 100 UDS                     ,0000001,0000014027,0000014027,00.19,0       ,7707228362301,A14  ,0000000000,0       ,CJ  ,2,01
29157,20171012,20887608            ,200018820      ,JERINGA ALFA 3P 20 CC 21 X 1 1/2                            ,0000015,0000000366,0000000366,00.19,0       ,7707228361809,A14  ,0000000000,0       ,UN  ,2,01
29157,20171012,20887608            ,200018818      ,JERINGA ALFA 3P 5 CC 21 X 1 1/2 100 UDS                     ,0000001,0000017040,0000017040,00.19,0       ,7707228361854,A14  ,0000000000,0       ,CJ  ,2,01
29157,20171012,20887608            ,200004610      ,SUERO FISIOLOGICO CLOR.SODIO 500 ML 1323                    ,0000010,0000001906,0000001906,00000,0       ,7707141349304,A49  ,0000000000,0       ,UN  ,2,02
29157,20171012,20887608            ,100000568      ,BIOCICAR CREMA 60 GR                                        ,0000001,0000012162,0000012802,00000,5       ,7703234100968,A60  ,0000000000,5       ,TBO ,2,02
29157,20171012,20887608            ,200017170      ,CURAS COVERPLAS ESTANDAR 100 UDS                            ,0000001,0000004888,0000004888,00000,0       ,7702003009938,I18  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,100018010      ,CREMOQUINONA CREMA 30 GR                                    ,0000001,0000016422,0000017851,00000,8.01    ,7702195104572,A72  ,0000000000,8.01    ,TBO ,2,02
29157,20171012,20887608            ,100013718      ,LASS ADULTOS 50 SUPOSITORIOS                                ,0000001,0000029464,0000035584,00000,17.2    ,7702195115127,A72  ,0000000000,17.2    ,CJ  ,2,02
29157,20171012,20887608            ,200026172      ,SAL MARINA 100 GR DISANFER                                  ,0000002,0000000987,0000000987,00.19,0       ,7707145301056,B83  ,0000000000,0       ,CJ  ,2,01
29157,20171012,20887608            ,770014191      ,OBS.GENFAR SILIMARINA 150 MG 20 CAPSULAS                    ,0000001,0000000000,0000000000,00000,0       ,7702605102808,C58  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,100001802      ,SILIMARINA 150 MG 20 CAPSULAS GF                            ,0000002,0000013764,0000013764,00000,0       ,7702605102808,C58  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,100001919      ,DOLEX JARABE NINOS 90 ML                                    ,0000003,0000008587,0000008587,00000,0       ,7707172685778,K38  ,0000000000,0       ,FCO ,2,02
29157,20171012,20887608            ,100015683      ,CLORITIMICOTIN CR.VAG 40GR ICOM(PD)(RF)                     ,0000002,0000006816,0000019500,00000,65.05   ,7707200909142,H93  ,0000000000,65.05   ,TBO ,2,02
29157,20171012,20887608            ,200021943      ,DEXEX ESPERMICIDA 3 UDS ICOM                                ,0000004,0000001489,0000007501,00000,80.15   ,7707200908664,H93  ,0000000000,80.15   ,UN  ,2,02
29157,20171012,20887608            ,200021941      ,DEXEX ESTIMULANTE 3 UDS ICOM                                ,0000004,0000001489,0000007501,00000,80.15   ,7707200908671,H93  ,0000000000,80.15   ,UN  ,2,02
29157,20171012,20887608            ,200034304      ,DEXEX HOT SENSATION 3 UDS ICOM                              ,0000004,0000001419,0000007001,00000,79.73   ,7707200907995,H93  ,0000000000,79.73   ,UN  ,2,02
29157,20171012,20887608            ,200016581      ,DEXEX LUBRICADO 3 UDS ICOM                                  ,0000004,0000001419,0000005500,00000,74.19   ,7707200900316,H93  ,0000000000,74.19   ,UN  ,2,02
29157,20171012,20887608            ,200016580      ,DEXEX PUNTO G 3 UDS ICOM                                    ,0000004,0000001419,0000007001,00000,79.73   ,7707200900330,H93  ,0000000000,79.73   ,UN  ,2,02
29157,20171012,20887608            ,200021939      ,GASA ICOM ESTERIL 4X4 YD 12 SBS 2UD (RF)                    ,0000003,0000004354,0000008500,00000,48.77   ,7707200908831,H93  ,0000000000,48.77   ,CJ  ,2,02
29157,20171012,20887608            ,100012220      ,PRUEBA DE EMBARAZO ICOM CASSETTE                            ,0000015,0000001583,0000007500,00000,78.9    ,7707200900231,H93  ,0000000000,78.9    ,UN  ,2,02
29157,20171012,20887608            ,100021244      ,RELAXUS PASSIFLORA VALERIA.15CAP.ICOM(RF                    ,0000001,0000006307,0000016000,00000,60.58   ,7707200901412,H93  ,0000000000,60.58   ,CJ  ,2,02
29157,20171012,20887608            ,200034963      ,ALGODON ZIG ZAG JGB 25 GR PG.6 LL.7                         ,0000001,0000005618,0000007224,00000,22.23   ,7702560038907,D44  ,0000000000,22.23   ,PAQ ,2,02
29157,20171012,20887608            ,100021491      ,MIELTERTOS GRIPA NOCHE PANE.LIMON 24 SBS                    ,0000001,0000026679,0000026679,00000,0       ,7707232098074,I52  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,100012433      ,APETINAT JARABE 120 ML                                      ,0000001,0000019134,0000019134,00000,0       ,7707016403742,D94  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,770006526      ,OBSEQUIO PRONABELL APETINAT JBE 120 ML                      ,0000001,0000000000,0000000000,00000,0       ,7707016403742,D94  ,0000000000,0       ,FCO ,2,02
29157,20171012,20887608            ,100003881      ,CLOTRIMAZOL 1% CREMA VAGINAL 40 GR AG                       ,0000003,0000007999,0000008559,00000,6.54    ,7706569001191,E22  ,0000000000,6.54    ,TBO ,2,02
29157,20171012,20887608            ,770007315      ,OBS.RANITIDINA 300 MG 10 TABLETAS AG                        ,0000003,0000000000,0000000000,00000,0       ,7706569000279,E22  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,770005951      ,OBSEQUIO CLOTRIMAZOL 1% VAGINAL 40 GR AG                    ,0000005,0000000000,0000000000,00000,0       ,7706569001191,E22  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,770005928      ,OBSEQUIO OMEPRAZOL 20 MG 30 CAPSULAS AG                     ,0000010,0000000000,0000000000,00000,0       ,7706569000538,E22  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,770005011      ,OBSEQUIO SINOVUL 21 TABLETAS                                ,0000002,0000000000,0000000000,00000,0       ,7702870003596,E22  ,0000000000,0       ,UN  ,2,02
29157,20171012,20887608            ,100006956      ,OMEPRAZOL 20 MG 30 CAPSULAS AG                              ,0000006,0000006118,0000006486,00000,5.67    ,7706569000538,E22  ,0000000000,5.67    ,CJ  ,2,02
29157,20171012,20887608            ,100007828      ,RANITIDINA 300 MG 10 TABLETAS AG                            ,0000003,0000004380,0000004599,00000,4.77    ,7706569000279,E22  ,0000000000,4.77    ,CJ  ,2,02
29157,20171012,20887608            ,100013780      ,SINOVUL 21 TABLETAS                                         ,0000003,0000010533,0000011200,00000,5.96    ,7702870003596,E22  ,0000000000,5.96    ,CJ  ,2,02
29157,20171012,20887608            ,100007873      ,PROVERA 5 MG 30 TABLETAS                                    ,0000001,0000014145,0000014145,00000,0       ,0300090286163,F38  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,100004850      ,ERITROMICINA 500 MG 30 TABLETAS PC                          ,0000001,0000016800,0000016800,00000,0       ,7703153003364,F53  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,100005153      ,LIDOPROCTO UNGUENTO 10 GR                                   ,0000001,0000014349,0000014349,00000,0       ,7704588001888,G22  ,0000000000,0       ,TBO ,2,02
29157,20171012,20887608            ,100015674      ,ENTEROGERMINA 12 CAPSULAS                                   ,0000001,0000043457,0000043457,00000,0       ,3582910032397,A42  ,0000000000,0       ,CJ  ,2,02
29157,20171012,20887608            ,100005768      ,BENZIRIN VERDE 100 PASTILLAS (A)                            ,0000001,0000085868,0000098746,00000,13.04   ,7702057017927,G81  ,0000000000,13.04   ,CJ  ,2,02

